uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF
"4721b83e-24f0-4020-98d6-5a5e9054a5f7","SJER_048.basePlot.cfc","D17","SJER","tower","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPKn7GRNB0PbM=",,"2019-04-01T16:37Z","2kN0Z0OxE8FbunuCHxxhdmtFX92gO6GPwUR/L9j2pI1JBlUi5GQJdQ==",,"OK","2019-04-03T18:08Z","0000-0003-0607-4441",1.671,"2019-04-03T18:35Z","2019-04-15T20:22Z",0.650,"0000-0003-2386-8235",21,6834.7,100,95.1,0.389,"0000-0003-0607-4441",,
"ef7b24cc-2c1c-495e-8ca3-b66f1587b7ab","SJER_048.basePlot.cfc","D17","SJER","tower","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg87YBYVo0QVsXY=",,"2019-04-01T21:01Z","2kN0Z0OxE8EAWNsz9V0k7ht/rPnqpg8732JuVuAXMFbt4S7bXydVcw==",,"OK","2019-04-03T18:00Z","0000-0003-0607-4441",2.102,"2019-04-03T18:35Z","2019-04-15T20:18Z",1.020,"0000-0003-2386-8235",28,8400.2,100,121.4,0.485,"0000-0003-0607-4441",,
"d9665064-f167-4fdf-b3d3-c229ec21567b","SJER_048.basePlot.cfc","D17","SJER","tower","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllVx54ToApkGcY=",,"2019-04-03T07:21Z","2kN0Z0OxE8FvZ+ZPocAGur2L3+lkxllVIj7aINmWHyI=",,"OK","2019-04-04T18:36Z","0000-0002-9408-2523",2.017,"2019-04-04T18:45Z","2019-04-15T20:17Z",0.200,"0000-0003-2386-8235",21,5425.5,100,36.9,0.099,"0000-0003-0607-4441",,
"e963f067-c63d-41b9-b547-8d43457b94d8","SJER_009.basePlot.cfc","D17","SJER","distributed","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/X9B+ZS+y2X+8=",,"2019-04-03T14:56Z","2kN0Z0OxE8GTUdNsBIzfR/KftHYeEm/XDgdHjUVc2mI=",,"OK","2019-04-04T21:00Z","0000-0002-9408-2523",1.051,"2019-04-04T21:08Z","2019-04-15T20:42Z",0.180,"0000-0003-2386-8235",36,3305.7,100,54.5,0.171,"0000-0003-1062-1081",,
"9ab57324-19f8-439d-b573-454d49457f36","SJER_045.basePlot.cfc","D17","SJER","tower","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOisirSliQcWM=",,"2019-04-03T16:37Z","2kN0Z0OxE8Ght+vqSNjLJrxI0Xu/o1jOr1xZryBT3nU=",,"OK","2019-04-04T22:45Z","0000-0003-0607-4441",1.181,"2019-04-04T22:50Z","2019-04-15T20:23Z",0.230,"0000-0003-2386-8235",34,5637.5,100,40.8,0.195,"0000-0003-1062-1081",,
"376688c2-1fb3-4236-be1a-71a4c469faf7","SJER_015.basePlot.cfc","D17","SJER","distributed","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPOL2MJlZpkVI=",,"2019-04-03T16:58Z","2kN0Z0OxE8FjCRHv1/2ezDQlvpjDBOcPeJMZEjn7Vx0=",,"OK","2019-04-04T21:18Z","0000-0002-9408-2523",2.293,"2019-04-04T21:30Z","2019-04-15T20:13Z",0.750,"0000-0003-2386-8235",14,11844.6,100,63.3,0.327,"0000-0003-1062-1081",,
"7c29d69f-f509-452f-b43d-00bdd6bc1970","SJER_009.basePlot.cfc","D17","SJER","distributed","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8M6GB2cNtVo4Y=",,"2019-04-03T17:02Z","2kN0Z0OxE8HnCvFue5ndWX7TBrxc1u8MLHc90Z7ewcSsK6ONNK31QQ==",,"OK","2019-04-04T21:40Z","0000-0002-9408-2523",3.302,"2019-04-04T21:45Z","2019-04-15T20:44Z",1.580,"0000-0003-2386-8235",15,4056.3,100,389.5,0.478,"0000-0003-1062-1081",,
"73031a0c-361a-44ae-89af-fa284242f4f0","SJER_046.basePlot.cfc","D17","SJER","tower","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpEjxT4aQRBohM=",,"2019-04-03T17:26Z","2kN0Z0OxE8FrgGadQFQgj0H6RFOj0PpE4qS/Ls4k7Oc=",,"OK","2019-04-04T22:00Z","0000-0002-9408-2523",0.729,"2019-04-04T22:15Z","2019-04-15T20:52Z",0.170,"0000-0003-2386-8235",29,4966.1,100,34.2,0.233,"0000-0003-1062-1081",,
"0c56d6e9-0f79-4a93-ad4d-e8b096d7e193","SJER_015.basePlot.cfc","D17","SJER","distributed","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0k9Co2qSprNI=",,"2019-04-03T17:43Z","2kN0Z0OxE8FERIW0ws+1VoXneT8WCPD0ICxvXqbao/4=",,"OK","2019-04-04T17:57Z","0000-0002-9408-2523",1.752,"2019-04-04T18:00Z","2019-04-15T20:10Z",0.230,"0000-0003-2386-8235",15,7051.8,100,32.6,0.131,"0000-0003-1062-1081",,
"14ea14cd-22e4-4a68-8046-3889ca2f7e44","SJER_048.basePlot.cfc","D17","SJER","tower","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BSrqVeiLmDVdI=",,"2019-04-03T18:38Z","2kN0Z0OxE8FvZ+ZPocAGunJU345aG/BS0rpTc3NmDn8=",,"OK","2019-04-04T19:10Z","0000-0002-9408-2523",2.051,"2019-04-04T07:12Z","2019-04-15T20:15Z",0.230,"0000-0003-2386-8235",29,5315.7,100,43.3,0.112,"0000-0003-0607-4441",,
